Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped
rob_patzlover,117042347,2024/05/05,46,2102,n,Angelic,,,Zero Gravity,"Chimp Friend | Flower Feet | Metal Guitar"
MyM3L_xo,308348605,2024/10/26,46,2102,n,,Floating Flower,8-Bit Tabby Cat,Curse,"Disguise Watch | Teddy Bloxpin | Pumpkin Gun | Lightblox Jar | R-80 | Soul Lantern | Spray Paint | Protest Sign: Noobs | Bugle | Pest Hammer | Stop Hitting Yourself"
nighowl6000,695020801,2025/01/03,46,2101,n,bearface,,,Terminate,"Stop Hitting Yourself | Dance Potion | Monster Mash | Bauble Detector | Green Epicsauce | Staff of the Woodlands | Roman Candle | Protest Sign: Noobs | Pest Hammer | Saxophone"
fishbowllz,137795694,2024/11/16,46,2101,n,Sk8r,,Ladybird,Drop Stars,"Ink Launcher | War Rocks"
FPipson1231,1749303112,2025/01/04,46,2101,n,.,Floating Flower,,Brick,"Starfish | Yellow Snowball | Bauble Detector | Green Epicsauce | Lightblox Jar | Victrola | Pom-Poms | Staff of the Woodlands"
mowes_man,1503843118,2024/10/22,46,2101,n,Limited,Steam Ring,,Explode,"Metal Guitar | Clown Bomb | Big Flower"
jesus123crack21,917345819,2024/11/15,46,2100,n,Sinister,Watchful Eye,Big Friendly Bee,Flatten,"Alpaca Plushie | Shark Launcher | Otherworldly Sceptre | Stop Hitting Yourself | Killer Whale Launcher | The Fiery Sun | Science Project: Volcano"
N3551E,1381588845,2025/01/08,46,2100,n,.,,,Ragdoll,"Alpaca Plushie | Snowball Cannon | Otherworldly Sceptre | Stop Hitting Yourself"
EfficientDozotandozo,143126979,2024/08/15,46,2100,n,,,,Comic Thwack,"The Fiery Sun"
kwendeII,3189337758,2024/11/26,46,2100,n,Flag,,Dazzling Heart,Lovely Explosion,"Otherworldly Sceptre | Ice Staff | Powerful Paintbrush | Boxing Glove Launcher | Pumpkin Gun | Mega Mallet"
Putsipu,181934956,2024/09/09,46,2100,n,:-),Floating Flower,Spectral Spider,Disco,"Otherworldly Sceptre | Staff of the Woodlands | Pest Hammer"
QueenGlitterCrystal,117966769,2024/07/15,46,2099,n,INSOMNIAC,,Bunny Egg,Ascend,"Stop Hitting Yourself | Item of Sentiment | Squid Launcher | BANG!"
khorrupt,40398607,2024/10/18,46,2099,n,,Crystal Streaks,,Shatter,"Big Flower | Disguise Watch | Pest Hammer | Electric Blue"
fIorizeI,887664026,2024/05/02,46,2099,n,Poor,,,,"Stop Hitting Yourself | Protest Sign: Noobs | Magical Umbrella | Moneybag | Disguise Watch"
RosieNjeru,1538734806,2024/10/06,46,2099,n,,,,Drop Stars,"Stop Hitting Yourself | RedBLOX | Clown Bomb | Starfish | Chick Horde | Otherworldly Sceptre | Disguise Watch | Green Epicsauce | Metal Guitar | Flower Feet | Bighead Potion | Pom-Poms"
PAYPAYSHANAYNAY7744,313846626,2024/06/17,46,2099,y,.,Red flame,Herbert T. Shark,Ascend,"Fake C4 | Spider Flinger | Item of Sentiment | Pumpkin Gun | Christmas Tree Launcher | Crab Horde | Confetti Cannon | Green Epicsauce | Ink Launcher | Bugle | Panda Friend | Flute | Torch | Protest Sign: Noobs | Pest Hammer | Saxophone | Science Project: Volcano"
rawrzzombies,1471978656,2024/12/18,46,2099,y,,Love Aura,Ellie the Emu,Lovely Explosion,"Beast Claws | Snowball Cannon | Bauble Detector | Earth Horn | Pumpkin Gun | Seranok's Golden Chalice of Fame | Big Flower | Mega Mallet | Ghost Bag"
compellme,568031791,2024/06/18,46,2099,n,INSOMNIAC,Easter Aura,,Pop,"Stop Hitting Yourself | Eggstaff | Noob Pop | Powerful Paintbrush | Big Flower | Otherworldly Sceptre | Pom-Poms | Pest Hammer | Flower Feet | Rainbow Fireworks"
display_name34,1727322114,2024/04/19,46,2099,n,,Hearts,Fluffy Unicorn,Ghost,"Basketball | Cake | Fire Extinguisher | R-80 | Clown Bomb | Flute | Sparkler | Torch | Tambourine | BANG! | Red Stratobloxxer | Watermelon"
XxdiamondstarplayzxX,526173186,2024/07/26,46,2099,n,Evil,Red flame,Alpaca,Spaghettificate,"Otherworldly Sceptre | Egg Locater"
dazainos,3227388894,2024/11/22,46,2099,n,Shy,Wisps,Little Python,Shatter,"Misfortune Cookie | Alpaca Plushie | Pumpkin Bucket | Giant Ninja Star | Big Flower | Witches Brew | Ghost Bag | Ticket Launcher | R-80 | Caltrops"
tulixiiaa0,2864587303,2024/08/19,46,2099,n,,,,,"Neon Laser Launcher | Panda Friend | Beach Staff | Big Flower | Piggybank | Squid Launcher | Starblox Latte | Otherworldly Sceptre | Slushie"
TheRed0_oTiger,2208285948,2024/12/02,46,2099,n,,,,Drop Stars,"Otherworldly Sceptre | Pest Hammer"
nooodleziip,940185741,2024/05/19,46,2098,n,Expert,Flame Ring,,Spaghettificate,""
soicos,275363030,2024/06/30,46,2098,y,Glimmering,Cosmic Trail,AristoCAT,Firecracker,"Otherworldly Sceptre | Paint Grenade | Speech Bubble | The Fiery Sun | Boba Tea | 8-Bit Staff | Dance Grenade | The Celebrator"
elementalswo,1736122907,2024/10/21,46,2098,n,.,Musical Barrier,Blorb,Shark Attack,"Dragonshead Cannon | Alpaca Plushie | Otherworldly Sceptre | Chameleon Potion | Soul Lantern | Magical Umbrella | Pumpkin Gun | Stop Hitting Yourself | Staff of the Woodlands"
TheAmazingDude56,102069256,2024/04/25,46,2098,n,Demigod,Lemons,Cat,,"Magical Umbrella | Pest Hammer | Metal Guitar | Clown Bomb"
Kiara8405,1035815873,2024/10/11,46,2098,n,Charismatic,Fairy Wings,Rainbow Phoenix,,"Beach Staff | Ultra-Flat Spray Paint | Fortune Telling Eight Ball | Soul Lantern | Halloween Sparkler | Egg Hammer | Epic Popper | Basketball"
killahmadim,518660495,2024/12/15,46,2098,n,Hyperborean,Global Snowglobe,Merry Snowflake,Top of Tree,"Dragonshead Cannon | Snowball Cannon | Pest Hammer | Bauble Detector | Staff of the Woodlands"
gyalpaws,1720728894,2024/11/15,46,2098,n,Adorable,Love Aura,,Zero Gravity Ragdoll,"Stop Hitting Yourself | Dance Potion | Selfie Stick | Dragon Plushie | Flute | Big Flower | Pom-Poms | Didgeridoo"
coolnetanya,141549683,2024/06/25,46,2098,n,Comical,Dark Sprite,Star Buddy,Spaghettificate,"Stop Hitting Yourself | Laser Finger Pointers | Hot Chocolate | Flower Feet | Ice Cream | Teddy Bloxpin | BANG! | Starblox Latte | Torch"
AshIeeiiky,447841190,2024/11/09,46,2098,n,Smitten,,Cheezburger,Ragdoll,"Epicsauce | Torch | Fake C4 | Cymbals | Cowbell"
W0rstPlayerEverr,885177591,2024/12/26,46,2097,n,Musician,,Yellow Tired Tortoise,Drop Tokens,"Basketball | The Christmas Creep | Snowball Cannon | Bauble Detector | Ultra-Flat Spray Paint | Staff of the Woodlands | Clown Bomb | Stop Hitting Yourself | Saxophone"
ninathekillerd1m,730983699,2024/11/09,46,2097,n,Mini,Hearts,Twitter Bird,,"Stop Hitting Yourself | Chocolate Bunny | BANG!"
Xphantom_famX,500052556,2024/11/25,46,2097,y,Nametag,Undead,Mantis,Halrog of Prey,"Witches Brew | Bloxilicious Bubble Gum | Jingle Bell Launcher | Annoying Elf | Panda Friend | Haunted Pizza | Super Slash Cat Claws | Alpaca Plushie | Monster Mash | The Christmas Creep | Monster Friend | Hedgehog Friend | Green Balloon | Caltrops | Chimp Friend | Ink Launcher | Shark Launcher | Bonk Bat | Ghost Potion | Misfortune Cookie | Pirate Juice | Megaphone | Pest Hammer | Magic Dragon | Pumpkin Gun | Epicsauce | Zombie Protest Sign | Cymbals | Metal Guitar | A Very Special Monster | Bauble Staff | Skele-tar | Shuriken | Sign: This Is Epic | Ham Bone | Flowersplosian | Tambourine | Bundle of TNT | Crab Horde | Protest Sign: Noobs | Big Flower | Speech Bubble | Green Epicsauce | Face Off Potion | Earth's Might Staff | Ancient Firecracker | Festive Plungers | Soul Lantern | Christmas Tree Launcher | Slush Cannon | Fortune Telling Eight Ball | TOMATOES! | Jingle Bells | Spider Flinger | Cursed Mummy Friend | Didgeridoo"
d1s10c4t3d,1126424026,2024/10/20,46,2097,n,Idealist,Corrupted Aura,Korblox Bird,Curse,"Soul Lantern | Megagavel"
utahimerem,5375911217,2024/10/11,46,2097,n,Evil,Conscience,Blorb,Disco,"Stop Hitting Yourself | Ghost Potion | Drone | April Showers | Pest Hammer | Ancient Firecracker | Rainbow Fireworks"
AvocadicU_U,1844775429,2025/01/12,46,2096,n,.,Sonic Boom,,Top of Tree,"Ice Staff | Hot Chocolate | Snowman Gun | Ra'k Guitar | Big Flower | Selfie Stick | Bacon Frying Pan | Clown Bomb | Green Epicsauce | Protest Sign: Save the Noobs"
GHOSTEMANE_100,2407921325,2024/10/03,46,2096,n,,Black flame,Dark Pegasus,Zero Gravity Ragdoll,"Ghost Potion | Stop Hitting Yourself | The Celebrator | Mega Mallet"
GabrielaUrsa00,1406971964,2024/07/09,46,2096,n,Angelic,,Star Buddy,Ragdoll,"Metal Detector | Starfish"
dlegobellako,1603475613,2024/05/11,46,2096,n,.,,Gremlin,,"Stop Hitting Yourself | Alpaca Plushie | Bandit Dog | Christmas Tree Launcher"
iicloudy_aquaii,1953152588,2024/08/20,46,2096,n,Princess,,Pink Eye,Shatter,"Sign: This Is NOT Epic | Egg Hammer | Saxophone"
38_baby4L,4398826521,2024/09/21,46,2095,y,,,Owen the Orca,Big Bunny,"Fluffy Bunny | Bighead Potion | Sakura Parasol | Pink Coconut Drink"
keshavomggggg,947213419,2024/12/01,46,2095,n,,,,,"Stop Hitting Yourself | Laser Finger Pointers | Egg Locater"
phoenixjimen,451152164,2024/06/06,46,2095,n,INSOMNIAC,Lightning Storm,Penguin,Spaghettificate,"Witches Brew | Bloxilicious Bubble Gum | Misfortune Cookie | Snowball | Foam Finger | Disguise Watch | Christmas Cookie | Skeleton Foam Finger | The Christmas Creep | Red Pirate Juice | Red Foam Finger | Taco | Torch | Pirate Juice | Chocolate Milk | Starblox Latte | Bloxxy Radar | Red Balloon | Cymbals | Watermelon | Tom's Beans | Fortune Telling Eight Ball | Waffle | Pumpkin Bucket | Halloween Sparkler | Smore | Marshmallow Chirp | Tambourine | Bloxiade | Goblet | Santa | Roblox Snowglobe | Rolling Pin | Heart Balloon | Wooden Sword | Ultra-Flat Spray Paint | Red Stratobloxxer | Green Epicsauce | Ghost Bag | Compass | Flute | Bugle | Hot Dog | Latke | Jingle Bells | BANG! | Teddy Bloxpin | Magical Umbrella"
Candy2831,248387837,2024/08/25,46,2095,n,,,,,"Dragonshead Cannon | Lightblox Jar | Drone | Bloxxy Radar | Crab Horde | Metal Detector | Staff of the Woodlands"
Agosluloprogeim,1729130968,2024/12/09,46,2095,n,Cute,Easter Aura,Kawaii Cat,Shark Attack,"Neon Laser Launcher | Foam Finger | Ink Launcher | Electric Blue | Egg Hammer | Pirate Juice | Stop Hitting Yourself | Chimp Friend | Boxing Glove Launcher | Starfish | Seranok's Golden Chalice of Fame | Big Flower | Shark Launcher | Cupcake Launcher | War Rocks | Jack Frost"
FuriousMaxGaming,110870971,2024/10/18,46,2095,n,,,Cat,Vanish,"Goblet | Squid Launcher | Killer Whale Launcher | Rainbow Fireworks"
AlmightyGyro,308103814,2025/01/10,46,2095,n,Hyperborean,Yellow Anime Aura,Ice Dragon,Disco,"Disguise Watch | Snowball Cannon | Otherworldly Sceptre | Stop Hitting Yourself | Fortune Telling Eight Ball | Protest Sign: Eggs are for eating | Dragonshead Cannon | Green Epicsauce"
tanjx123,462737571,2024/06/23,46,2095,n,Alien,,Threatening Goose,,"Stop Hitting Yourself | Pumpkin Bucket | Halloween Sparkler | Monster Mash | Roblox Snowglobe | Rainbow Fireworks | TOMATOES! | Egg Locater | Frost Potion | Ink Launcher | Epicsauce | Protest Sign: Noobs | Squid Launcher | Pest Hammer | Lightblox Jar"
loooool1738,217617574,2024/08/28,46,2094,n,INSOMNIAC,,,,"Beach Staff | R-80 | Otherworldly Sceptre | Slush Cannon | Bauble Staff"
JMazeda,376778913,2024/06/26,46,2094,n,Suspect,,,Curse,"Dragonshead Cannon | Egg Hammer"
dominique_baby10,546707552,2024/06/01,46,2094,n,Princess,,,Disco,"Stop Hitting Yourself | Silly Guitar | Confetti Cannon | April Showers | Shark Launcher"
Rafaelnik01,4344228692,2025/01/01,46,2094,n,,Sprinkling Snowflakes,Frigid Fox,Avalanche,"Discus | Bauble Detector | Staff of the Woodlands"
sofa29363,1560486586,2024/06/02,46,2094,n,.,,,Ascend,"Epicsauce | Fake C4 | R-80 | Christmas Tree Lights | Magical Umbrella | Pest Hammer | Selfie Stick"
adriana8099,568851050,2024/10/21,46,2094,n,,Vampiric Epic faces,Pumpkin,Spaghettificate,"Protest Sign: Pro Fake Mustache | Otherworldly Sceptre | Soul Lantern"
DaNoobMaster21,213200848,2024/08/24,46,2094,n,,,,Shark Attack,"Halloween Sparkler | Staff of the Woodlands"
mun0213,995218870,2024/07/21,46,2094,n,Epic,,Rainbow Phoenix,,"Bloxilicious Bubble Gum | Cymbals | Misfortune Cookie | Hot Chocolate | Fortune Telling Eight Ball | Cherry Pie | Apple Pie | Goblet | Teddy Bloxpin | Compass | Monster Mash | Spray Paint | RedBLOX | Wooden Sword | Chameleon Potion | Starblox Latte | Latke | Taco | Magical Umbrella | Magic Dragon | Noise Maker | Torch | BANG! | Green Epicsauce | Chocolate Milk | Saxophone | Staff of the Woodlands"
LeonUwU15,2008296370,2024/08/02,46,2094,n,,,,,"Stop Hitting Yourself | Staff of the Woodlands"
Lovelygirl1o,141987841,2024/11/09,46,2094,n,Adventurer,Discs,,Disco,"Winsome Wizard Wand | RedBLOX | Laser Finger Pointers | Bonk Bat | Foam Finger"
yannet1110,2206371370,2024/12/19,46,2094,n,Suspect,,Snow Bird,Ascend,"Snowball Cannon | Bauble Detector | Otherworldly Sceptre"
vera_aa0,1710009013,2024/12/15,46,2094,n,Festive,North Star,Merry Snowflake,Curse,"Bauble Detector | Snowball Cannon"
HyperHPBoss,641413590,2024/08/10,46,2094,n,INSOMNIAC,,,,"Stop Hitting Yourself | The Fiery Sun | Fire Extinguisher | R-80 | Throwing Barrel | Beach Staff | Dragonshead Cannon | Staff of the Woodlands"
slqrs,131381202,2024/07/24,46,2094,n,.,Hearts,Ollie Octopus,Drop Robux,"Epicsauce | Item of Sentiment | Clown Gun | Ultra-Flat Spray Paint | Red Stratobloxxer | Ancient Firecracker | Throwing Bolts | Monster Mash | Anubis Staff | Paint Grenade"
icysleds,130150529,2024/10/24,46,2093,n,Sweetheart,Jack O' Trio,Yellow Soul,Abduct,"Stop Hitting Yourself | TypicalToype | Moneybag | Soul Lantern | Otherworldly Sceptre | Pest Hammer | Monster Mash | Metal Detector | Shade Potion"
raposaCuteBR,2258517431,2025/01/11,46,2093,n,Creepy,Halo,Ice Dragon,Ascend,"Meteor Staff | Snowball Cannon | Bauble Detector | Epic Popper | Stop Hitting Yourself | Otherworldly Sceptre | Bloxxy Radar"
SoccaShooter,154627052,2024/09/11,46,2093,n,Evil,Footballs,Gremlin,Gravestone,"Red Balloon | Red Stratobloxxer | Disguise Watch | Paint Grenade | Teddy Bloxpin | Dance Potion | Spray Paint | Item of Sentiment"
gooddays1100,295090653,2024/11/10,46,2093,n,Cute,,Cat,,"Teddy Bloxpin | Chocolate Bunny | Chameleon Potion"
LittleEchidna,1114381703,2024/06/13,46,2093,n,Princess,Purple flame,Alpaca,Zero Gravity,"Alpaca Plushie"
arthas_64,7222648605,2025/01/11,46,2093,n,Baubillionaire,Bauble Master,Arctic Wolf,Baublify,"Winsome Wizard Wand | NoobTube | Chicken Gun | Icicle Cannon | The Christmas Creep | Brighteyes's Sparkling Shillelagh | Bag O Christmas Tree Seeds | Stop Hitting Yourself | Dragon Plushie | Snowman Gun | Staff of Neverending Frost | Santa | Moonwalk Potion | Shuriken | RoVacuum | Festive Penguin | RedBLOX | Noob Pop | Snowball Cannon | Frost Potion | Pest Hammer | Pumpkin Gun | Green Balloon | Boxing Glove Launcher | Snowball | Guitarmy | Retro Candy | Roblox Snowglobe | Roman Candle | Winter Snowfall | Present Basket | Red Pirate Juice | Ticket Launcher | Science Project: Volcano | Watermelon | Snowball Launcher | Frosty the Snowfriend | Jingle Bells | Caltrops"
200821dasha,826973123,2024/08/08,46,2093,n,,,,Disappear,"Dragonshead Cannon | Ancient Firecracker | Pest Hammer | Pirate Juice"
sanji_musu,7182894830,2024/12/13,46,2092,n,STAR,Glitch,,,"Dragonshead Cannon | Skele-tar | Clown Bomb | Icicle Cannon | Staff of the Woodlands | Shark Launcher | Smashing Drum | Hypnocannon | Green Epicsauce | RoVacuum"
peachvy_l,971104832,2024/12/05,46,2092,n,Cute,,,Drop Stars,""
Liam857595,366945951,2024/10/20,46,2092,y,Evil,Red Anime Aura,Hammy the Hamster,The Claw,"Science Project: Potato | Killer Whale Launcher | Skele-tar | Megagavel | Soul Lantern | Neon Laser Launcher"
milkchocolate1234567,118846192,2024/08/09,46,2092,n,Silent,Floating Flower,,Terminate,"Epicsauce | Laser Finger Pointers | Fortune Telling Eight Ball | Waffle | Touchdown Football | Cherry Pie | Beach Staff | Giant Ninja Star | Dance Potion | Shark Launcher | Slushie | Big Flower | Tennis Racket | Magic Dragon | Egg Locater | Ultra-Flat Spray Paint | Bacon Frying Pan | R-80 | Panda Friend | Chocolate Bunny | Teddy Bloxpin | Sparkler | Drone | Inflatable Saxophone | Ancient Firecracker | Pest Hammer | Ra'k Guitar | Staff of the Woodlands"
Thxliaa,200202260,2024/04/04,46,2092,n,Princess,Easter Aura,Hula Dog,Disco,"Egg Locater | Chick Horde"
DiaxbIo,123571089,2024/05/12,46,2092,n,Angelic,Steam Ring,,Zero Gravity,""
cream281148,970552425,2024/08/09,46,2092,n,,,,,"Stop Hitting Yourself | Vine Staff | Earth Horn | Metal Guitar | Protest Sign: Noobs | Noob Hot Chocolate | Big Flower"
xxurxxkittenxx,2257111762,2024/08/24,46,2092,n,Cute,Zzzz,,,"Stop Hitting Yourself | Silly Guitar | Ancient Firecracker | Rolling Pin | Dragonshead Cannon | Flute | Flower Feet | Marshmallow Chirp | Dance Potion | Epicsauce"
ILoveNerdzXD,2989582871,2024/10/12,46,2092,n,Cheeky,Yellow sparkles,Round Cat,Skeletonize,"Bloxilicious Bubble Gum | Disguise Watch | Tambourine | Marching Drum | Monster Mash | Metal Guitar | Pumpkin Bucket | Otherworldly Sceptre | Magical Umbrella | Skeleton Foam Finger"
ANTHUHNY,47598774,2024/10/17,46,2091,n,,,Gremlin,,"Stop Hitting Yourself | Egg Locater | Pinata Bat | Panda Friend | Megagavel | Egg Hammer | Epic Popper | Teddy Bloxpin | Alpaca Plushie | Slurpee | Squid Launcher"
silicomlm,1335776859,2024/12/05,46,2091,n,shrugface,Tinsel Ring,Snowman Egg,Top of Tree,"Stop Hitting Yourself | Fake C4 | Moneybag | Otherworldly Sceptre | Slush Cannon | Protest Sign: Eggs are for eating | Christmas Tree Launcher | Pest Hammer | Saxophone"
xkeddu,656159469,2025/01/09,46,2091,n,,,Bunny Egg,Spaghettificate,"Alpaca Plushie | Bauble Detector | Snowball Cannon | Pest Hammer"
blackzsxull,1826660227,2024/12/18,46,2091,y,,,,Lightning,"Annoying Elf | Stop Hitting Yourself | Snowman Gun | The Christmas Creep | Snowball Cannon | Bauble Detector | Pumpkin Gun | Winter Snowfall | Mega Mallet"
Walikotapompom,1844429552,2024/08/10,46,2091,n,barcode,White Divergent,,Zero Gravity Ragdoll,"Epicsauce | Squid Launcher | Otherworldly Sceptre | Pest Hammer | Stop Hitting Yourself"
Quiber150,337708300,2024/08/30,46,2091,n,,,,,"Dragonshead Cannon | Wooden Sword | Drone | Monster Mash | BANG! | Saxophone | Staff of the Woodlands"
Ariel_Part,923648272,2024/08/05,46,2091,n,Swedish,Watchful Eye,,Ragdoll,"Beach Staff | Science Project: Potato | Chameleon Potion | Disguise Watch"
01_iitzYumikoXx,482273905,2024/05/31,46,2091,n,Myth,,Parrot,,"Dragonshead Cannon | Frost Potion | Drone | Green Epicsauce | Chameleon Potion | Staff of the Woodlands"
SuperEmily88888,206266895,2024/10/21,46,2091,n,bearface,Easter Aura,Skeleton Cat,Skeletonize,"Witches Brew | RedBLOX | Misfortune Cookie | Chocolate Bunny | Monster Mash | Bacon Frying Pan | Chimp Friend | Metal Detector | Megagavel | Slingshot | Torch | Epic Popper | Magical Horseshoe | Pest Hammer | Starblox Latte | Staff of the Woodlands | Stop Hitting Yourself | Cymbals | Fortune Telling Eight Ball | Inflatable Saxophone | Cherry Pie | Tambourine | Teddy Bloxpin | Chick Horde | Ceramic Potion | Green Epicsauce | Red Stratobloxxer | Ancient Firecracker | Ham Bone | Soul Lantern | Flute | Protest Sign: Noobs | Big Flower | Bloxxy Radar | Smore | BANG! | Electric Blue | Frisbee"
Thrill0fTheHunt,4688314518,2024/06/24,46,2090,n,,Red flame,Orange Balloon Animal,Gravestone,"Throwing Spork | Frost Potion | Throwing Barrel | Noise Maker | Space Sandwich | Crab Horde | Staff of the Woodlands"
a1eyo,977285566,2024/07/12,46,2090,n,,,,,"Laser Finger Pointers | Snowball | Item of Sentiment | The Christmas Creep | Egg Locater | Frost Potion | Pizza | Chameleon Potion | Sparkler | Torch | Chocolate Milk | Saxophone | Staff of the Woodlands | Stop Hitting Yourself | Cymbals | Hot Chocolate | Waffle | Clown Bomb | Bug Net | Cherry Pie | Marshmallow Chirp | Goblet | Cowbell | Wooden Sword | Red Stratobloxxer | Latke | Metal Guitar | Magical Umbrella | Epicsauce | Protest Sign: Noobs | Green Epicsauce | Flower Feet | Tambourine | Whoopee Cushion | Basketball | R-80"
Cailynvytrain,682821647,2024/12/12,46,2090,n,Brave,!!!!!!!,Cat,Drop Tokens,"Stop Hitting Yourself | Chimp Friend | Green Epicsauce | Protest Sign: Noobs | Chicken Gun | Starfish | Bugle | Red Stratobloxxer | Dance Potion | Item of Sentiment"
rensjin,893426161,2024/05/27,46,2090,n,Dull,,8-Bit Tabby Cat,Drop Robux,"Dragonshead Cannon | Protest Sign: Noobs | Torch | Spray Paint | Pest Hammer | Stop Hitting Yourself | Paint Grenade"
di_usb,1930826880,2024/07/09,46,2090,n,,,,Terminate,"Halloween Sparkler | Item of Sentiment | Pest Hammer"
Vei0ll,1614273818,2024/10/19,46,2090,n,Shy,Target,,Ghost,"Squid Launcher | Speech Bubble | Chameleon Potion | Ra'k Guitar | Saxophone | Caltrops"
rcarpiocrackXD,751504595,2024/06/29,46,2090,n,Survivor,North Star,Robot Spider,,"Dragonshead Cannon | RedBLOX | Drone | Moneybag | Cherry Pie | Magical Umbrella | Protest Sign: Noobs | Pest Hammer | Stop Hitting Yourself | Metal Guitar"
uItr4violence,2053637413,2025/01/07,46,2090,n,,,,Zero Gravity Ragdoll,"Stop Hitting Yourself | The Celebrator | Snowball Cannon"
3AprilMay,497829948,2024/08/24,46,2090,n,INSOMNIAC,The Yellow Strange,Rainbow Phoenix,Gravestone,"Foam Finger | Cherry Pie | Teddy Bloxpin | Big Flower | Wooden Sword | Pizza | Face Off Potion | Whoopee Cushion | Magical Umbrella | Flower Feet | Torch | Spinning Robot Helmet | Pest Hammer | Saxophone | Otherworldly Sceptre"
789titito,527128177,2024/10/12,46,2090,n,.,,,Disappear,"Staff of the Woodlands"
GIMMEDALITE,149739395,2024/07/21,46,2089,n,Superior,,Star Buddy,Curse,"Earth Horn | Starfish | Menacing Mage Energy Ball | Steampunk Zapper | Otherworldly Sceptre | Personal Fighter Jets | Rainbow Fireworks"
mikitx,2602218987,2024/11/30,46,2089,n,Princess,,,Disco,"Stop Hitting Yourself | Pest Hammer"
TheBestMessi7u7,1042215977,2024/09/30,46,2089,n,INSOMNIAC,Purple flame,Mr Tentacles,Shark Attack,"Witches Brew | Bloxilicious Bubble Gum | Misfortune Cookie | Chocolate Bunny | Haunted Pizza | Monster Mash | Plunger Launcher | Egg Locater | Chimp Friend | Taco | Metal Detector | Egg Hammer | Hot Dog | Epic Popper | Pest Hammer | Starblox Latte | Staff of the Woodlands | Stop Hitting Yourself | Pinata Bat | A Very Special Monster | Fortune Telling Eight Ball | Pumpkin Bucket | Halloween Sparkler | Zombie Protest Sign | Skeleton Foam Finger | Frosty the Snowfriend | Teddy Bloxpin | Shuriken | Chick Horde | Metal Guitar | Rolling Pin | RedBLOX | Protest Sign: Noobs | Epicsauce | Goblet | Moonwalk Potion | Ghost Bag | Flower Feet | Eggstaff | Bugle | Foam Finger | Bloxxy Radar | Item of Sentiment | The Celebrator | Slushie | Didgeridoo"
Honeeyyy6,1537251195,2024/06/13,46,2089,n,Cute,Smoke,,Zero Gravity,"Halloween Sparkler"
Dude_Icarus,2211061895,2025/01/01,46,2088,n,,Bauble Master,,Ragdoll,"Snowball Cannon | Otherworldly Sceptre | Metal Detector | Bauble Detector"
jessicalaurenweewee,344060605,2024/11/28,46,2088,y,uhhactually,,Bat,Ascend,"Christmas Tree Launcher | Fake C4 | Otherworldly Sceptre | Slush Cannon | Pest Hammer | Item of Sentiment | Shark Launcher | Saxophone | Big Flower"
Arteketru,215807521,2024/06/20,46,2088,n,Demigod,,,,"Epicsauce | R-80 | Stop Hitting Yourself"
Kxii_x,2692441319,2024/12/06,46,2088,n,Smitten,Red Divergent,,,"Panda Friend | Cake"
friendsaregoals,518517038,2024/06/02,46,2088,n,.,Butterflies,Chick Magnet,Shatter,""
cr502303,1469445926,2024/04/06,46,2088,n,Geek,Target,Mini Easter Bunny,Pop,"Egg Hammer | Pest Hammer"
claimTR,5325626591,2024/11/01,46,2088,y,Nametag,,,Halrog of Prey,"Otherworldly Sceptre | Sea Sorcerer Staff | Spray Paint | Monster Mash | Protest Sign: Pro Fake Mustache | Pumpkin Gun | Soul Lantern"
tailwaq,167632193,2024/06/16,46,2088,n,.,Ethereal Mist,Fluffy Unicorn,Spaghettificate,"RedBLOX | Confetti Cannon | Earth Horn | Metal Guitar | Sign: This Is Epic | Flower Feet | Fortune Telling Eight Ball | Teddy Bloxpin"
yasmina1466,888524939,2024/12/17,46,2088,y,VIP,Golden Rays,Brilliant Crown,Ascend,"Stop Hitting Yourself | Green Epicsauce | Basketball | Bauble Detector | Starfish | Pom-Poms | Item of Sentiment | Staff of the Woodlands"
RZODKIEFKA,862821156,2024/10/23,46,2088,n,,,,Zero Gravity,"Pumpkin Gun | Didgeridoo | Soul Lantern | Victrola | Pest Hammer | Dragonshead Cannon"
Xxkurosu_shidenxX,412646200,2024/10/16,46,2088,n,Epic,Hourglasses,Ogre,,"Disguise Watch | Noise Maker | Torch | Wooden Sword | Frost Potion | Chimp Friend | Staff of the Woodlands | Bunch of Balloons | Hot Dog | Pirate Juice | Drone | Chocolate Milk | Magic Dragon | Bloxxy Radar"
sonderr_4L,777584030,2024/05/31,46,2087,y,,,,,"Witches Brew | Bloxilicious Bubble Gum | Basketball | Misfortune Cookie | Foam Finger | Disguise Watch | Monster Mash | Bacon Frying Pan | Throwing Spork | Chimp Friend | Taco | Torch | Bonk Bat | Starblox Latte | Bloxxy Radar | Dragonshead Cannon | Eggstaff | Fortune Telling Eight Ball | Pumpkin Bucket | Cherry Pie | Marshmallow Chirp | Teddy Bloxpin | Metal Guitar | Latke | Big Stick | Didgeridoo | Ticket Launcher | Flute | Saxophone | Spinning Robot Helmet | Face Off Potion | Whoopee Cushion | Stop Hitting Yourself | Lightblox Jar"
SDB_DaKing,512218949,2024/11/07,46,2087,y,,,Brilliant Crown,Mined,"Stop Hitting Yourself | Laser Finger Pointers | Earth Horn | Killer Whale Launcher | 8-Bit Ninja Stars | Flower Crossbow | Otherworldly Sceptre | Megagavel | Saxophone | Science Project: Potato"
